"Department","Department Name","Division","Gender","Base Salary","2024 Overtime Pay","2024 Longevity Pay","Grade"
"COR","Correction and Rehabilitation","COR 42 DS MCCF Unit 2 Security","M","$64,592","$39,998.92","$0","C4"
"OFR","Office of Food Systems Resilience","OFR 28 Food Systems Resilience","F","$105,564.75","$0","$0","N23"
"ABS","Alcohol Beverage Services","ABS 85 Beer Delivery Operations","M","$61,880.59","$2,230.87","$0","15"
"HHS","Department of Health and Human Services","HHS 60 Behavioral Health and Crisis Services Division","F","$160,752.87","$0","$0","M2"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$28,289.4","$0","$0","10"
"OHR","Office of Human Resources","OHR 33 Classification and Compensation Team","F","$110,154.52","$0","$0","N27"
"DGS","Department of General Services","DGS 36 Facilities Maintenance","M","$73,772.75","$37,359.17","$0","15"
"HHS","Department of Health and Human Services","HHS 60 Children Youth and Family Services Division","F","$93,851.65","$0","$0","18"
"OHR","Office of Human Resources","OHR 33 Talent Acquisition & Management","F","$79,567.5","$0","$0","N25"
"CEX","Offices of the County Executive","CEX 15 Business Advancement Team","F","$114,817.67","$0","$0","N25"
"FIN","Department of Finance","FIN 32 General Accounting","F","$110,864.05","$0","$0","23"
"FIN","Department of Finance","FIN 32 General Accounting","F","$114,189.97","$0","$0","23"
